DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
Pashchim Champaran,211,Gaunaha,1015,Kohargari,'1001000300038100,Village,Bihar,81.9,136.5,156,136.5,136.5,175.5,136.5
Pashchim Champaran,211,Gaunaha,1015,Pakri Khurd,'1001000300036000,Village,Bihar,82.32,137.2,156.8,137.2,137.2,176.4,137.2
Pashchim Champaran,211,Gaunaha,1015,Piparia,'1001000300039700,Village,Bihar,82.74,137.9,157.6,137.9,137.9,177.3,137.9
Pashchim Champaran,211,Sidhaw,1013,Chiutaha,'1001000100010200,Village,Bihar,83.16,138.6,158.4,138.6,138.6,178.2,138.6
Pashchim Champaran,211,Gaunaha,1015,Pakri Kalan,'1001000300036100,Village,Bihar,83.58,139.3,159.2,139.3,139.3,179.1,139.3
Pashchim Champaran,211,Mainatanr,1016,Ahira Siswa,'1001000400052900,Village,Bihar,84,140,160,140,140,180,140
Pashchim Champaran,211,Ramnagar,1014,Bakhraha,'1001000200024100,Village,Bihar,84.42,140.7,160.8,140.7,140.7,180.9,140.7
Pashchim Champaran,211,Gaunaha,1015,Barharwa,'1001000300035900,Village,Bihar,84.84,141.4,161.6,141.4,141.4,181.8,141.4
Pashchim Champaran,211,Sidhaw,1013,Barba Khurd,'1001000100007100,Village,Bihar,85.26,142.1,162.4,142.1,142.1,182.7,142.1
Pashchim Champaran,211,Mainatanr,1016,Pachgachhia,'1001000400051100,Village,Bihar,85.68,142.8,163.2,142.8,142.8,183.6,142.8
Pashchim Champaran,211,Ramnagar,1014,Bakwa,'1001000200025400,Village,Bihar,86.1,143.5,164,143.5,143.5,184.5,143.5
Pashchim Champaran,211,Gaunaha,1015,Jamunia,'1001000300033700,Village,Bihar,86.52,144.2,164.8,144.2,144.2,185.4,144.2
Pashchim Champaran,211,Ramnagar,1014,Barwa,'1001000200025500,Village,Bihar,86.94,144.9,165.6,144.9,144.9,186.3,144.9
Pashchim Champaran,211,Gaunaha,1015,Matihani,'1001000300038000,Village,Bihar,87.36,145.6,166.4,145.6,145.6,187.2,145.6
Pashchim Champaran,211,Sidhaw,1013,Bairagi Sonbarsa,'1001000100010300,Village,Bihar,87.78,146.3,167.2,146.3,146.3,188.1,146.3
Pashchim Champaran,211,Ramnagar,1014,Jharatwa,'1001000200025700,Village,Bihar,88.2,147,168,147,147,189,147
Pashchim Champaran,211,Sidhaw,1013,Khamaura,'1001000100007000,Village,Bihar,88.62,147.7,168.8,147.7,147.7,189.9,147.7
Pashchim Champaran,211,Ramnagar,1014,Meghwal,'1001000200025800,Village,Bihar,89.04,148.4,169.6,148.4,148.4,190.8,148.4
Pashchim Champaran,211,Gaunaha,1015,Bhitharwa Dheri Dhenhwa,'1001000300040100,Village,Bihar,89.46,149.1,170.4,149.1,149.1,191.7,149.1
Pashchim Champaran,211,Ramnagar,1014,Chamardih Bargon,'1001000200021900,Village,Bihar,89.88,149.8,171.2,149.8,149.8,192.6,149.8
Pashchim Champaran,211,Gaunaha,1015,Balua,'1001000300044400,Village,Bihar,90.3,150.5,172,150.5,150.5,193.5,150.5
Pashchim Champaran,211,Mainatanr,1016,Gamharia,'1001000400050800,Village,Bihar,90.72,151.2,172.8,151.2,151.2,194.4,151.2
Pashchim Champaran,211,Gaunaha,1015,Mandiha,'1001000300044300,Village,Bihar,91.14,151.9,173.6,151.9,151.9,195.3,151.9
Pashchim Champaran,211,Gaunaha,1015,Kathraw,'1001000300045400,Village,Bihar,91.56,152.6,174.4,152.6,152.6,196.2,152.6
Pashchim Champaran,211,Mainatanr,1016,Laukar,'1001000400050400,Village,Bihar,91.98,153.3,175.2,153.3,153.3,197.1,153.3
Pashchim Champaran,211,Gaunaha,1015,Belsandi,'1001000300036200,Village,Bihar,92.4,154,176,154,154,198,154
Pashchim Champaran,211,Mainatanr,1016,Biranchi,'1001000400050300,Village,Bihar,92.82,154.7,176.8,154.7,154.7,198.9,154.7
Pashchim Champaran,211,Sidhaw,1013,Lachhmipur,'1001000100009800,Village,Bihar,93.24,155.4,177.6,155.4,155.4,199.8,155.4
Pashchim Champaran,211,Gaunaha,1015,Bengra,'1001000300034100,Village,Bihar,93.66,156.1,178.4,156.1,156.1,200.7,156.1
Pashchim Champaran,211,Gaunaha,1015,Khurhuria,'1001000300035800,Village,Bihar,94.08,156.8,179.2,156.8,156.8,201.6,156.8
Pashchim Champaran,211,Ramnagar,1014,Harpur,'1001000200025900,Village,Bihar,94.5,157.5,180,157.5,157.5,202.5,157.5
Pashchim Champaran,211,Gaunaha,1015,Serahwa,'1001000300044200,Village,Bihar,94.92,158.2,180.8,158.2,158.2,203.4,158.2
Pashchim Champaran,211,Mainatanr,1016,Jigna,'1001000400051200,Village,Bihar,95.34,158.9,181.6,158.9,158.9,204.3,158.9
Pashchim Champaran,211,Gaunaha,1015,Mitni,'1001000300037900,Village,Bihar,95.76,159.6,182.4,159.6,159.6,205.2,159.6
Pashchim Champaran,211,Sidhaw,1013,Sidhawa,'1001000100006300,Village,Bihar,96.18,160.3,183.2,160.3,160.3,206.1,160.3
Pashchim Champaran,211,Gaunaha,1015,Shajahanpur,'1001000300034000,Village,Bihar,96.6,161,184,161,161,207,161
Pashchim Champaran,211,Gaunaha,1015,Balua,'1001000300037800,Village,Bihar,97.02,161.7,184.8,161.7,161.7,207.9,161.7
Pashchim Champaran,211,Sidhaw,1013,Behuarwa,'1001000100006500,Village,Bihar,97.44,162.4,185.6,162.4,162.4,208.8,162.4
Pashchim Champaran,211,Gaunaha,1015,Turkaulia,'1001000300033800,Village,Bihar,97.86,163.1,186.4,163.1,163.1,209.7,163.1
Pashchim Champaran,211,Ramnagar,1014,Kehuniya,'1001000200022200,Village,Bihar,98.28,163.8,187.2,163.8,163.8,210.6,163.8
Pashchim Champaran,211,Ramnagar,1014,Sonha,'1001000200025600,Village,Bihar,98.7,164.5,188,164.5,164.5,211.5,164.5
Pashchim Champaran,211,Gaunaha,1015,Hardi,'1001000300036300,Village,Bihar,99.12,165.2,188.8,165.2,165.2,212.4,165.2
Pashchim Champaran,211,Ramnagar,1014,Pathri,'1001000200023700,Village,Bihar,99.54,165.9,189.6,165.9,165.9,213.3,165.9
Pashchim Champaran,211,Gaunaha,1015,Salempur,'1001000300037700,Village,Bihar,99.96,166.6,190.4,166.6,166.6,214.2,166.6
Pashchim Champaran,211,Mainatanr,1016,Hardia,'1001000400050900,Village,Bihar,100.38,167.3,191.2,167.3,167.3,215.1,167.3
Pashchim Champaran,211,Sidhaw,1013,Dharahia,'1001000100008900,Village,Bihar,100.8,168,192,168,168,216,168
Pashchim Champaran,211,Sidhaw,1013,Majhauwa,'1001000100006800,Village,Bihar,101.22,168.7,192.8,168.7,168.7,216.9,168.7
Pashchim Champaran,211,Gaunaha,1015,Lachhnauta,'1001000300033900,Village,Bihar,101.64,169.4,193.6,169.4,169.4,217.8,169.4
Pashchim Champaran,211,Gaunaha,1015,Marjadi,'1001000300040200,Village,Bihar,102.06,170.1,194.4,170.1,170.1,218.7,170.1
Pashchim Champaran,211,Sidhaw,1013,Naraingarh,'1001000100006400,Village,Bihar,102.48,170.8,195.2,170.8,170.8,219.6,170.8
Pashchim Champaran,211,Gaunaha,1015,Dhanauji,'1001000300045300,Village,Bihar,102.9,171.5,196,171.5,171.5,220.5,171.5
Pashchim Champaran,211,Gaunaha,1015,Bhawanipur,'1001000300047700,Village,Bihar,103.32,172.2,196.8,172.2,172.2,221.4,172.2
Pashchim Champaran,211,Mainatanr,1016,Chauhatta,'1001000400051500,Village,Bihar,103.74,172.9,197.6,172.9,172.9,222.3,172.9
Pashchim Champaran,211,Gaunaha,1015,Bairatwa,'1001000300040000,Village,Bihar,104.16,173.6,198.4,173.6,173.6,223.2,173.6
Pashchim Champaran,211,Mainatanr,1016,Pachrauta,'1001000400051300,Village,Bihar,104.58,174.3,199.2,174.3,174.3,224.1,174.3
Pashchim Champaran,211,Gaunaha,1015,Marjadi,'1001000300040300,Village,Bihar,105,175,200,175,175,225,175
Pashchim Champaran,211,Sidhaw,1013,Gangaulia,'1001000100009200,Village,Bihar,105.42,175.7,200.8,175.7,175.7,225.9,175.7
Pashchim Champaran,211,Sidhaw,1013,Madanpur,'1001000100005100,Village,Bihar,105.84,176.4,201.6,176.4,176.4,226.8,176.4
Pashchim Champaran,211,Sidhaw,1013,Ratanpurwa,'1001000100009700,Village,Bihar,106.26,177.1,202.4,177.1,177.1,227.7,177.1
Pashchim Champaran,211,Gaunaha,1015,Bhitharwa,'1001000300039900,Village,Bihar,106.68,177.8,203.2,177.8,177.8,228.6,177.8
Pashchim Champaran,211,Sidhaw,1013,Bakulia,'1001000100006900,Village,Bihar,107.1,178.5,204,178.5,178.5,229.5,178.5
Pashchim Champaran,211,Sidhaw,1013,Batsara,'1001000100006200,Village,Bihar,107.52,179.2,204.8,179.2,179.2,230.4,179.2
Pashchim Champaran,211,Sidhaw,1013,Barganw,'1001000100010800,Village,Bihar,107.94,179.9,205.6,179.9,179.9,231.3,179.9
Pashchim Champaran,211,Gaunaha,1015,Kauaha,'1001000300044100,Village,Bihar,108.36,180.6,206.4,180.6,180.6,232.2,180.6
Pashchim Champaran,211,Sidhaw,1013,Bairati,'1001000100010700,Village,Bihar,108.78,181.3,207.2,181.3,181.3,233.1,181.3
Pashchim Champaran,211,Sidhaw,1013,Shiwraha,'1001000100009400,Village,Bihar,109.2,182,208,182,182,234,182
Pashchim Champaran,211,Mainatanr,1016,Jasauli,'1001000400052700,Village,Bihar,109.62,182.7,208.8,182.7,182.7,234.9,182.7
Pashchim Champaran,211,Ramnagar,1014,Churiharwa,'1001000200027000,Village,Bihar,110.04,183.4,209.6,183.4,183.4,235.8,183.4
Pashchim Champaran,211,Mainatanr,1016,Dhokraha,'1001000400051600,Village,Bihar,110.46,184.1,210.4,184.1,184.1,236.7,184.1
Pashchim Champaran,211,Ramnagar,1014,Matiaria Kalan,'1001000200026700,Village,Bihar,110.88,184.8,211.2,184.8,184.8,237.6,184.8
Pashchim Champaran,211,Mainatanr,1016,Sitlapur,'1001000400050100,Village,Bihar,111.3,185.5,212,185.5,185.5,238.5,185.5
Pashchim Champaran,211,Mainatanr,1016,Rampur,'1001000400051400,Village,Bihar,111.72,186.2,212.8,186.2,186.2,239.4,186.2
Pashchim Champaran,211,Gaunaha,1015,Pipra,'1001000300037600,Village,Bihar,112.14,186.9,213.6,186.9,186.9,240.3,186.9
Pashchim Champaran,211,Gaunaha,1015,Mehnaul Kalan,'1001000300036500,Village,Bihar,112.56,187.6,214.4,187.6,187.6,241.2,187.6
Pashchim Champaran,211,Gaunaha,1015,Goithahi,'1001000300040400,Village,Bihar,112.98,188.3,215.2,188.3,188.3,242.1,188.3
Pashchim Champaran,211,Ramnagar,1014,Madhubani,'1001000200026900,Village,Bihar,113.4,189,216,189,189,243,189
Pashchim Champaran,211,Sidhaw,1013,Tikulia,'1001000100008500,Village,Bihar,113.82,189.7,216.8,189.7,189.7,243.9,189.7
Pashchim Champaran,211,Sidhaw,1013,Nawtanwan,'1001000100008600,Village,Bihar,114.24,190.4,217.6,190.4,190.4,244.8,190.4
Pashchim Champaran,211,Ramnagar,1014,Mathiya,'1001000200026400,Village,Bihar,114.66,191.1,218.4,191.1,191.1,245.7,191.1
Pashchim Champaran,211,Gaunaha,1015,Pipra,'1001000300044500,Village,Bihar,115.08,191.8,219.2,191.8,191.8,246.6,191.8
Pashchim Champaran,211,Ramnagar,1014,Churiharwa,'1001000200022000,Village,Bihar,115.5,192.5,220,192.5,192.5,247.5,192.5
Pashchim Champaran,211,Ramnagar,1014,Kumhiya Kalan,'1001000200022300,Village,Bihar,115.92,193.2,220.8,193.2,193.2,248.4,193.2
Pashchim Champaran,211,Gaunaha,1015,Dharampur,'1001000300036400,Village,Bihar,116.34,193.9,221.6,193.9,193.9,249.3,193.9
Pashchim Champaran,211,Ramnagar,1014,Gudgudi,'1001000200022100,Village,Bihar,116.76,194.6,222.4,194.6,194.6,250.2,194.6
Pashchim Champaran,211,Ramnagar,1014,Kanghusri,'1001000200026000,Village,Bihar,117.18,195.3,223.2,195.3,195.3,251.1,195.3
Pashchim Champaran,211,Gaunaha,1015,Semra  Sirampur,'1001000300040800,Village,Bihar,117.6,196,224,196,196,252,196
Pashchim Champaran,211,Gaunaha,1015,Mehnaul Khurd,'1001000300037000,Village,Bihar,118.02,196.7,224.8,196.7,196.7,252.9,196.7
Pashchim Champaran,211,Gaunaha,1015,Asurari,'1001000300044000,Village,Bihar,118.44,197.4,225.6,197.4,197.4,253.8,197.4
Pashchim Champaran,211,Gaunaha,1015,Hauda,'1001000300037100,Village,Bihar,118.86,198.1,226.4,198.1,198.1,254.7,198.1
Pashchim Champaran,211,Gaunaha,1015,Ahrar,'1001000300037500,Village,Bihar,119.28,198.8,227.2,198.8,198.8,255.6,198.8
Pashchim Champaran,211,Sidhaw,1013,Gandhariya,'1001000100006600,Village,Bihar,119.7,199.5,228,199.5,199.5,256.5,199.5
Pashchim Champaran,211,Sidhaw,1013,Serahwa,'1001000100010400,Village,Bihar,120.12,200.2,228.8,200.2,200.2,257.4,200.2
Pashchim Champaran,211,Gaunaha,1015,Dumra,'1001000300037200,Village,Bihar,120.54,200.9,229.6,200.9,200.9,258.3,200.9
Pashchim Champaran,211,Sidhaw,1013,Budhsar,'1001000100006100,Village,Bihar,120.96,201.6,230.4,201.6,201.6,259.2,201.6
Pashchim Champaran,211,Mainatanr,1016,Bhirbhiri,'1001000400050200,Village,Bihar,121.38,202.3,231.2,202.3,202.3,260.1,202.3
Pashchim Champaran,211,Ramnagar,1014,Birkehni,'1001000200026800,Village,Bihar,121.8,203,232,203,203,261,203
Pashchim Champaran,211,Sidhaw,1013,Marjadpur,'1001000100009600,Village,Bihar,122.22,203.7,232.8,203.7,203.7,261.9,203.7
Pashchim Champaran,211,Mainatanr,1016,Dudhaura,'1001000400050000,Village,Bihar,122.64,204.4,233.6,204.4,204.4,262.8,204.4
Pashchim Champaran,211,Sidhaw,1013,Darhia,'1001000100009300,Village,Bihar,123.06,205.1,234.4,205.1,205.1,263.7,205.1
Pashchim Champaran,211,Sidhaw,1013,Binwaliya,'1001000100005800,Village,Bihar,123.48,205.8,235.2,205.8,205.8,264.6,205.8
Pashchim Champaran,211,Gaunaha,1015,Itwa,'1001000300036600,Village,Bihar,123.9,206.5,236,206.5,206.5,265.5,206.5
Pashchim Champaran,211,Sidhaw,1013,Bairaidih,'1001000100006700,Village,Bihar,124.32,207.2,236.8,207.2,207.2,266.4,207.2
Pashchim Champaran,211,Sidhaw,1013,Leduaphas Phaso,'1001000100013400,Village,Bihar,124.74,207.9,237.6,207.9,207.9,267.3,207.9
Pashchim Champaran,211,Gaunaha,1015,Banspur,'1001000300044600,Village,Bihar,125.16,208.6,238.4,208.6,208.6,268.2,208.6
Pashchim Champaran,211,Ramnagar,1014,Phulkaul,'1001000200026100,Village,Bihar,125.58,209.3,239.2,209.3,209.3,269.1,209.3
Pashchim Champaran,211,Gaunaha,1015,Balua,'1001000300040900,Village,Bihar,126,210,240,210,210,270,210
Pashchim Champaran,211,Gaunaha,1015,Gamharia,'1001000300045200,Village,Bihar,126.42,210.7,240.8,210.7,210.7,270.9,210.7
Pashchim Champaran,211,Sidhaw,1013,Semra,'1001000100012600,Village,Bihar,126.84,211.4,241.6,211.4,211.4,271.8,211.4
Pashchim Champaran,211,Mainatanr,1016,Bakulahia,'1001000400051700,Village,Bihar,127.26,212.1,242.4,212.1,212.1,272.7,212.1
Pashchim Champaran,211,Sidhaw,1013,Kerai Berai,'1001000100009500,Village,Bihar,127.68,212.8,243.2,212.8,212.8,273.6,212.8
Pashchim Champaran,211,Sidhaw,1013,Balkahwa,'1001000100010600,Village,Bihar,128.1,213.5,244,213.5,213.5,274.5,213.5
Pashchim Champaran,211,Gaunaha,1015,Bhikhnathori,'1001000300049500,Village,Bihar,128.52,214.2,244.8,214.2,214.2,275.4,214.2
Pashchim Champaran,211,Gaunaha,1015,Madhopur,'1001000300040700,Village,Bihar,128.94,214.9,245.6,214.9,214.9,276.3,214.9
Pashchim Champaran,211,Sidhaw,1013,Barwa,'1001000100011700,Village,Bihar,129.36,215.6,246.4,215.6,215.6,277.2,215.6
Pashchim Champaran,211,Ramnagar,1014,Khajuria,'1001000200026500,Village,Bihar,129.78,216.3,247.2,216.3,216.3,278.1,216.3
Pashchim Champaran,211,Mainatanr,1016,Behri,'1001000400052600,Village,Bihar,130.2,217,248,217,217,279,217
Pashchim Champaran,211,Sidhaw,1013,Paorha,'1001000100008700,Village,Bihar,130.62,217.7,248.8,217.7,217.7,279.9,217.7
Pashchim Champaran,211,Gaunaha,1015,Bahuarwa,'1001000300044800,Village,Bihar,131.04,218.4,249.6,218.4,218.4,280.8,218.4
Pashchim Champaran,211,Gaunaha,1015,Ban Bairia,'1001000300048600,Village,Bihar,131.46,219.1,250.4,219.1,219.1,281.7,219.1
Pashchim Champaran,211,Mainatanr,1016,Dhumatanr,'1001000400052800,Village,Bihar,131.88,219.8,251.2,219.8,219.8,282.6,219.8
Pashchim Champaran,211,Gaunaha,1015,Serahwa,'1001000300037300,Village,Bihar,132.3,220.5,252,220.5,220.5,283.5,220.5
Pashchim Champaran,211,Ramnagar,1014,Jabka,'1001000200027200,Village,Bihar,132.72,221.2,252.8,221.2,221.2,284.4,221.2
Pashchim Champaran,211,Gaunaha,1015,Chhitmi,'1001000300043900,Village,Bihar,133.14,221.9,253.6,221.9,221.9,285.3,221.9
Pashchim Champaran,211,Ramnagar,1014,Imrit Katharwa,'1001000200023600,Village,Bihar,133.56,222.6,254.4,222.6,222.6,286.2,222.6
Pashchim Champaran,211,Sidhaw,1013,Chegauna,'1001000100005700,Village,Bihar,133.98,223.3,255.2,223.3,223.3,287.1,223.3
Pashchim Champaran,211,Ramnagar,1014,Phagunahta,'1001000200027100,Village,Bihar,134.4,224,256,224,224,288,224
Pashchim Champaran,211,Sidhaw,1013,Kharhat,'1001000100010900,Village,Bihar,134.82,224.7,256.8,224.7,224.7,288.9,224.7
Pashchim Champaran,211,Mainatanr,1016,Damrapur,'1001000400049800,Village,Bihar,135.24,225.4,257.6,225.4,225.4,289.8,225.4
Pashchim Champaran,211,Ramnagar,1014,Matiaria Khurd,'1001000200026600,Village,Bihar,135.66,226.1,258.4,226.1,226.1,290.7,226.1
Pashchim Champaran,211,Sidhaw,1013,Karmaha,'1001000100006000,Village,Bihar,136.08,226.8,259.2,226.8,226.8,291.6,226.8
Pashchim Champaran,211,Gaunaha,1015,Araria,'1001000300045000,Village,Bihar,136.5,227.5,260,227.5,227.5,292.5,227.5
Pashchim Champaran,211,Ramnagar,1014,Kumhiya Khurd,'1001000200023500,Village,Bihar,136.92,228.2,260.8,228.2,228.2,293.4,228.2
Pashchim Champaran,211,Sidhaw,1013,Pipra,'1001000100010500,Village,Bihar,137.34,228.9,261.6,228.9,228.9,294.3,228.9
Pashchim Champaran,211,Sidhaw,1013,Rampurwa,'1001000100005200,Village,Bihar,137.76,229.6,262.4,229.6,229.6,295.2,229.6
Pashchim Champaran,211,Ramnagar,1014,Gidha,'1001000200026300,Village,Bihar,138.18,230.3,263.2,230.3,230.3,296.1,230.3
Pashchim Champaran,211,Ramnagar,1014,Samhuta,'1001000200027300,Village,Bihar,138.6,231,264,231,231,297,231
Pashchim Champaran,211,Gaunaha,1015,Lachhmipur,'1001000300037400,Village,Bihar,139.02,231.7,264.8,231.7,231.7,297.9,231.7
Pashchim Champaran,211,Gaunaha,1015,Chiuntaha,'1001000300036700,Village,Bihar,139.44,232.4,265.6,232.4,232.4,298.8,232.4
Pashchim Champaran,211,Ramnagar,1014,Phulwaria,'1001000200026200,Village,Bihar,139.86,233.1,266.4,233.1,233.1,299.7,233.1
Pashchim Champaran,211,Gaunaha,1015,Saithaul,'1001000300041100,Village,Bihar,140.28,233.8,267.2,233.8,233.8,300.6,233.8
Pashchim Champaran,211,Sidhaw,1013,Khurharia,'1001000100012700,Village,Bihar,140.7,234.5,268,234.5,234.5,301.5,234.5
Pashchim Champaran,211,Ramnagar,1014,Khataura,'1001000200022400,Village,Bihar,141.12,235.2,268.8,235.2,235.2,302.4,235.2
Pashchim Champaran,211,Gaunaha,1015,Daraul,'1001000300036900,Village,Bihar,141.54,235.9,269.6,235.9,235.9,303.3,235.9
Pashchim Champaran,211,Sidhaw,1013,Medraul,'1001000100012500,Village,Bihar,141.96,236.6,270.4,236.6,236.6,304.2,236.6
Pashchim Champaran,211,Sidhaw,1013,Barba,'1001000100008800,Village,Bihar,142.38,237.3,271.2,237.3,237.3,305.1,237.3
Pashchim Champaran,211,Ramnagar,1014,Sarhatwa,'1001000200029700,Village,Bihar,142.8,238,272,238,238,306,238
Pashchim Champaran,211,Sidhaw,1013,Belwachakhni,'1001000100011200,Village,Bihar,143.22,238.7,272.8,238.7,238.7,306.9,238.7
Pashchim Champaran,211,Mainatanr,1016,Tilojpur,'1001000400049900,Village,Bihar,143.64,239.4,273.6,239.4,239.4,307.8,239.4
Pashchim Champaran,211,Mainatanr,1016,Sihnaula,'1001000400051900,Village,Bihar,144.06,240.1,274.4,240.1,240.1,308.7,240.1
Pashchim Champaran,211,Mainatanr,1016,Pakri,'1001000400052000,Village,Bihar,144.48,240.8,275.2,240.8,240.8,309.6,240.8
Pashchim Champaran,211,Ramnagar,1014,Sohsa,'1001000200030400,Village,Bihar,144.9,241.5,276,241.5,241.5,310.5,241.5
Pashchim Champaran,211,Gaunaha,1015,Barwa,'1001000300044900,Village,Bihar,145.32,242.2,276.8,242.2,242.2,311.4,242.2
Pashchim Champaran,211,Sidhaw,1013,Bariarwa,'1001000100011300,Village,Bihar,145.74,242.9,277.6,242.9,242.9,312.3,242.9
Pashchim Champaran,211,Sidhaw,1013,Dudhaura,'1001000100005900,Village,Bihar,146.16,243.6,278.4,243.6,243.6,313.2,243.6
Pashchim Champaran,211,Gaunaha,1015,Pararauna,'1001000300044700,Village,Bihar,146.58,244.3,279.2,244.3,244.3,314.1,244.3
Pashchim Champaran,211,Ramnagar,1014,Lakhankhor,'1001000200030500,Village,Bihar,147,245,280,245,245,315,245
Pashchim Champaran,211,Ramnagar,1014,Dhobni,'1001000200030100,Village,Bihar,147.42,245.7,280.8,245.7,245.7,315.9,245.7
Pashchim Champaran,211,Mainatanr,1016,Pachrukha,'1001000400052200,Village,Bihar,147.84,246.4,281.6,246.4,246.4,316.8,246.4
Pashchim Champaran,211,Ramnagar,1014,Katsikri,'1001000200029800,Village,Bihar,148.26,247.1,282.4,247.1,247.1,317.7,247.1
Pashchim Champaran,211,Gaunaha,1015,Balua,'1001000300040500,Village,Bihar,148.68,247.8,283.2,247.8,247.8,318.6,247.8
Pashchim Champaran,211,Sidhaw,1013,Panchgarwa,'1001000100012800,Village,Bihar,149.1,248.5,284,248.5,248.5,319.5,248.5
Pashchim Champaran,211,Ramnagar,1014,Sapahi,'1001000200029600,Village,Bihar,149.52,249.2,284.8,249.2,249.2,320.4,249.2
Pashchim Champaran,211,Gaunaha,1015,Kamta,'1001000300043800,Village,Bihar,149.94,249.9,285.6,249.9,249.9,321.3,249.9
Pashchim Champaran,211,Ramnagar,1014,Dubauliya,'1001000200030300,Village,Bihar,150.36,250.6,286.4,250.6,250.6,322.2,250.6
Pashchim Champaran,211,Gaunaha,1015,Masahi,'1001000300043700,Village,Bihar,150.78,251.3,287.2,251.3,251.3,323.1,251.3
Pashchim Champaran,211,Ramnagar,1014,Jamunia,'1001000200027400,Village,Bihar,151.2,252,288,252,252,324,252
Pashchim Champaran,211,Sidhaw,1013,Ramauliya,'1001000100012100,Village,Bihar,151.62,252.7,288.8,252.7,252.7,324.9,252.7
Pashchim Champaran,211,Gaunaha,1015,Ekdarwa,'1001000300049300,Village,Bihar,152.04,253.4,289.6,253.4,253.4,325.8,253.4
Pashchim Champaran,211,Gaunaha,1015,Sihpurwa,'1001000300041200,Village,Bihar,152.46,254.1,290.4,254.1,254.1,326.7,254.1
Pashchim Champaran,211,Gaunaha,1015,Pakri Basauli,'1001000300041000,Village,Bihar,152.88,254.8,291.2,254.8,254.8,327.6,254.8
Pashchim Champaran,211,Sidhaw,1013,Pipra Dharauli,'1001000100005600,Village,Bihar,153.3,255.5,292,255.5,255.5,328.5,255.5
Pashchim Champaran,211,Sidhaw,1013,Paikaulia,'1001000100012200,Village,Bihar,153.72,256.2,292.8,256.2,256.2,329.4,256.2
Pashchim Champaran,211,Sidhaw,1013,Shiuna,'1001000100012000,Village,Bihar,154.14,256.9,293.6,256.9,256.9,330.3,256.9
Pashchim Champaran,211,Sidhaw,1013,Patherwa,'1001000100013500,Village,Bihar,154.56,257.6,294.4,257.6,257.6,331.2,257.6
Pashchim Champaran,211,Ramnagar,1014,Chhagurahi Banjariya,'1001000200029500,Village,Bihar,154.98,258.3,295.2,258.3,258.3,332.1,258.3
Pashchim Champaran,211,Mainatanr,1016,Pachrukhi,'1001000400052400,Village,Bihar,155.4,259,296,259,259,333,259
Pashchim Champaran,211,Mainatanr,1016,Bhangaha,'1001000400053000,Village,Bihar,155.82,259.7,296.8,259.7,259.7,333.9,259.7
Pashchim Champaran,211,Sidhaw,1013,Bhinda Chaur,'1001000100013300,Village,Bihar,156.24,260.4,297.6,260.4,260.4,334.8,260.4
Pashchim Champaran,211,Gaunaha,1015,Balia,'1001000300041400,Village,Bihar,156.66,261.1,298.4,261.1,261.1,335.7,261.1
Pashchim Champaran,211,Gaunaha,1015,Bhuski,'1001000300036800,Village,Bihar,157.08,261.8,299.2,261.8,261.8,336.6,261.8
Pashchim Champaran,211,Gaunaha,1015,Bajra,'1001000300043200,Village,Bihar,157.5,262.5,300,262.5,262.5,337.5,262.5
Pashchim Champaran,211,Gaunaha,1015,Majharia,'1001000300043500,Village,Bihar,157.92,263.2,300.8,263.2,263.2,338.4,263.2
Pashchim Champaran,211,Mainatanr,1016,Bhatuahwa,'1001000400049700,Village,Bihar,158.34,263.9,301.6,263.9,263.9,339.3,263.9
Pashchim Champaran,211,Sidhaw,1013,Sapahi,'1001000100011400,Village,Bihar,158.76,264.6,302.4,264.6,264.6,340.2,264.6
Pashchim Champaran,211,Ramnagar,1014,Gaunari,'1001000200030200,Village,Bihar,159.18,265.3,303.2,265.3,265.3,341.1,265.3
Pashchim Champaran,211,Ramnagar,1014,Gaunara,'1001000200030000,Village,Bihar,159.6,266,304,266,266,342,266
Pashchim Champaran,211,Mainatanr,1016,Barwadih,'1001000400051800,Village,Bihar,160.02,266.7,304.8,266.7,266.7,342.9,266.7
Pashchim Champaran,211,Gaunaha,1015,Serhua,'1001000300041300,Village,Bihar,160.44,267.4,305.6,267.4,267.4,343.8,267.4
Pashchim Champaran,211,Ramnagar,1014,Bholehar,'1001000200027500,Village,Bihar,160.86,268.1,306.4,268.1,268.1,344.7,268.1
Pashchim Champaran,211,Gaunaha,1015,Rajpur,'1001000300047100,Village,Bihar,161.28,268.8,307.2,268.8,268.8,345.6,268.8
Pashchim Champaran,211,Ramnagar,1014,Semri,'1001000200030700,Village,Bihar,161.7,269.5,308,269.5,269.5,346.5,269.5
Pashchim Champaran,211,Ramnagar,1014,Harkhauliya,'1001000200023400,Village,Bihar,162.12,270.2,308.8,270.2,270.2,347.4,270.2
Pashchim Champaran,211,Ramnagar,1014,Khatauri,'1001000200022500,Village,Bihar,162.54,270.9,309.6,270.9,270.9,348.3,270.9
Pashchim Champaran,211,Gaunaha,1015,Jaria,'1001000300041900,Village,Bihar,162.96,271.6,310.4,271.6,271.6,349.2,271.6
Pashchim Champaran,211,Gaunaha,1015,Bairia,'1001000300040600,Village,Bihar,163.38,272.3,311.2,272.3,272.3,350.1,272.3
